TimeStamp,Source,Parameter,Units,Value
2022-01-01 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,599.4666667
2022-01-02 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,532.61875
2022-01-03 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,470.355
2022-01-04 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,575.5277778
2022-01-05 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,80.6
2022-01-08 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,576.5
2022-01-09 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,550.3333333
2022-01-10 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,596.195
2022-01-11 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,481.72
2022-01-13 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,663.1375
2022-01-14 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,453.45
2022-01-15 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,533.9
2022-01-16 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,630.3166667
2022-01-17 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,578.2428571
2022-01-18 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,496.8875
2022-01-19 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,431.8692308
2022-01-20 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,496.5
2022-01-21 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,548.76
2022-01-22 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,551.56
2022-01-25 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,556.5090909
2022-01-26 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,689.8625
2022-01-27 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,692.31
2022-01-28 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,706.4333333
2022-01-29 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,633.2190476
2022-01-30 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,655.873913
2022-01-31 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,560.9166667
2022-02-01 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,631.5941176
2022-02-02 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,653.8666667
2022-02-03 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,606.825
2022-02-04 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,542.0625
2022-02-05 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,579.2315789
2022-02-06 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,612.88
2022-02-07 00:00:00,LAKE-3,HEATINBA,MMBTU/HR,479.3
